Title,GGS Rating,Collected Classes,num_rank
JOINT EUROPEAN CONFERENCES ON THEORY AND PRACTICE OF SOFTWARE,B-,B-,2
"JOINT INTERNATIONAL CONFERENCE ON POWER ELECTRONICS, DRIVES AND ENERGY SYSTEMS & POWER INDIA",C,C,1
JOINT MODULAR LANGUAGES CONFERENCE,C,C,1
JOINT PATTERN RECOGNITION SYMPOSIUM,B,B,3
WORKSHOP ON JOB SCHEDULING STRATEGIES FOR PARALLEL PROCESSING,A-,"A-, A-, B",4
INTERNATIONAL WORKSHOP ON JAVA TECHNOLOGIES FOR REAL-TIME AND EMBEDDED SYSTEMS,C,"B-, C",1
INTERNATIONAL CONFERENCE ON LEGAL KNOWLEDGE AND INFORMATION SYSTEMS,C,"C, C, C",1
KNOWLEDGE CAPTURE,B,"B, B, B",3
ACM INTERNATIONAL CONFERENCE ON KNOWLEDGE DISCOVERY AND DATA MINING,A++,"A++, A++, A++",7
KNOWLEDGE DOMAIN VISUALISATION,C,NC,1
INTERNATIONAL CONFERENCE ON KNOWLEDGE ENGINEERING AND ONTOLOGY DEVELOPMENT,C,C,1
KES INTERNATIONAL SYMPOSIUM ON INTELLIGENT DECISION TECHNOLOGIES,C,C,1
INTERNATIONAL SYMPOSIUM ON INTELLIGENT AND INTERACTIVE MULTIMEDIA: SYSTEMS AND SERVICES,C,C,1
INTERNATIONAL CONFERENCE ON KNOWLEDGE-BASED AND INTELLIGENT INFORMATION AND ENGINEERING SYSTEMS,B-,"B, B, C",2
"INTERNATIONAL CONFERENCE ON KNOWLEDGE, INFORMATION, AND CREATIVITY SUPPORT SYSTEMS",C,C,1
KOMMUNIKATION IN VERTEILTEN SYSTEMEN,C,C,1
KOLI CALLING INTERNATIONAL CONFERENCE ON COMPUTING EDUCATION RESEARCH,C,C,1
INTERNATIONAL CONFERENCE ON PRINCIPLES OF KNOWLEDGE REPRESENTATION AND REASONING,A+,"A++, A+, A",6
"INTERNATIONAL CONFERENCE ON KNOWLEDGE SCIENCE, ENGINEERING AND MANAGEMENT",C,"B, C, C",1
KNOWLEDGE VISUALIZATION AND VISUAL THINKING,C,C,1
LEARNING AT SCALE,C,C,1
LATIN AMERICAN WEB CONGRESS,C,"C, C",1
LOGICAL ASPECTS OF COMPUTATIONAL LINGUISTICS,C,C,1
LATIN-AMERICAN SYMPOSIUM ON DEPENDABLE COMPUTING,C,C,1
"LATIN-AMERICAN ALGORITHMS, GRAPHS AND OPTIMIZATION SYMPOSIUM",C,C,1
LATIN AMERICA NETWORKING CONFERENCE,C,C,1
IEEE LAN/MAN WORKSHOP,C,"C, C, C",1
LATIN AMERICAN NETWORK OPERATIONS AND MANAGEMENT SYMPOSIUM,C,C,1
LOUGHBOROUGH ANTENNAS AND PROPAGATION CONFERENCE,C,C,1
LANGUAGE AND AUTOMATA THEORY AND APPLICATIONS,C,"C, C, C",1
LATIN AMERICAN SYMPOSIUM ON THEORETICAL INFORMATICS,B-,"B, B, C",2
IEEE LATIN-AMERICAN CONFERENCE ON COMMUNICATIONS,C,C,1
INTERNATIONAL CONFERENCE ON CRYPTOLOGY AND INFORMATION SECURITY IN LATIN,C,"B-, C",1
IEEE LATIN AMERICAN TEST WORKSHOP,C,C,1
LINGUISTIC ANNOTATION WORKSHOP,C,C,1
WORKSHOP ON LOCATION-BASED SOCIAL NETWORKS,B-,B-,2
IEEE CONFERENCE ON LOCAL COMPUTER NETWORKS,B,"A-, B, B",3
INTERNATIONAL WORKSHOP ON LANGUAGES AND COMPILERS FOR PARALLEL COMPUTING,B,"B, B",3
"ACM SIGPLAN CONFERENCE ON LANGUAGES, TOOLS, AND COMPILERS FOR EMBEDDED SYSTEMS",B,"A-, B, B",3
IEEE SYMPOSIUM ON LARGE DATA ANALYSIS AND VISUALIZATION,C,C,1
"LANGUAGE, DATA AND KNOWLEDGE",C,NC,1
"LANGUAGE DESCRIPTIONS, TOOLS AND APPLICATIONS",B-,B-,2
USENIX CONFERENCE ON LARGE-SCALE EXPLOITS AND EMERGENT THREATS,B-,B-,2
LOGIC AND ENGINEERING OF NATURAL LANGUAGE SEMANTICS,C,C,1
LASERS AND ELECTRO-OPTICS SOCIETY MEETING,C,C,1
LARGE ENGINEERING SYSTEMS CONFERENCE ON POWER ENGINEERING,C,C,1
LOGICAL FOUNDATIONS OF COMPUTER SCIENCE,C,"C, NC",1
IEEE SYMPOSIUM ON LOGIC IN COMPUTER SCIENCE,A+,"A++, A+, A",6
"WORKSHOP ON LIGHTWEIGHT SECURITY AND PRIVACY: DEVICES, PROTOCOLS, AND APPLICATIONS",C,C,1
LEARNING AND INTELLIGENT OPTIMIZATION,C,"B-, C",1
USENIX LARGE INSTALLATION SYSTEMS ADMINISTRATION CONFERENCE,B,B,3
"LONG ISLAND SYSTEMS, APPLICATIONS AND TECHNOLOGY CONFERENCE",C,C,1
LOCATION- AND CONTEXT-AWARENESS,B-,B-,2
INTERNATIONAL SYMPOSIUM ON LOGIC-BASED PROGRAM SYNTHESIS AND TRANSFORMATION,C,"B, C, C",1
LOGIC PROGRAMMING AND AUTOMATED REASONING,B,"A, B",3
INTERNATIONAL CONFERENCE ON LOGIC PROGRAMMING AND NON-MONOTONIC REASONING,B-,"B, B, C",2
INTERNATIONAL CONFERENCE ON LANGUAGE RESOURCES AND EVALUATION,B,"A, A, C",3
LANGUAGE AND TECHNOLOGY CONFERENCE,C,C,1
INTERNATIONAL CONFERENCE ON LATENT VARIABLE ANALYSIS AND SIGNAL SEPARATION,C,C,1
INTERNATIONAL WORKSHOP ON LOCATION AND THE WEB,C,C,1
INTERNATIONAL WORKSHOP ON MULTI-AGENT-BASED SIMULATION,C,"C, C, C",1
MACIS: INTERNATIONAL CONFERENCE OF MATHEMATICAL ASPECTS OF COMPUTER AND INFORMATION SCIENCES,C,C,1
ANNUAL MEDITERRANEAN AD HOC NETWORKING WORKSHOP,C,"C, C",1
INTERNATIONAL CONFERENCE ON MALICIOUS AND UNWANTED SOFTWARE,B-,B-,2
"IEEE INTERNATIONAL SYMPOSIUM ON MICROWAVE, ANTENNA, PROPAGATION AND EMC TECHNOLOGIES FOR WIRELESS COMMUNICATIONS",C,C,1
IEEE INTERNATIONAL SYMPOSIUM ON MODELING ANALYSIS AND SIMULATION OF COMPUTER AND TELECOMMUNICATION SYSTEMS,B,"B, B, B",3
IEEE INTERNATIONAL CONFERENCE ON MOBILE AD-HOC AND SENSOR SYSTEMS,B,"A, B, B",3
"NET OBJECT DAYS (INCLUDINGS MATES, ENASE ETC.)",C,C,1
GERMAN CONFERENCE ON MULTIAGENT SYSTEM TECHNOLOGIES,C,"C, C",1
MULTIPLE CRITERIA DECISION MAKING,C,C,1
THE MULTICONFERENCE ON COMPUTATIONAL ENGINEERING IN SYSTEMS APPLICATIONS,C,C,1
INTERNATIONAL CONFERENCE ON MATHEMATICS AND COMPUTATION IN MUSIC,C,C,1
IEEE MULTI-CHIP MODULE CONFERENCE,C,C,1
INTERNATIONAL WORKSHOP ON MULTIPLE CLASSIFIER SYSTEMS,B,"A-, B",3
"MACHINES, COMPUTATIONS AND UNIVERSALITY (WAS UNIVERSAL MACHINES AND COMPUTATIONS)",C,"B, C",1
MODELING DECISIONS FOR ARTIFICIAL INTELLIGENCE,C,"B, C, C",1
IEEE INTERNATIONAL CONFERENCE ON MOBILE DATA MANAGEMENT,B,"A-, B, B",3
MEDITERRANEAN CONFERENCE ON CONTROL AND AUTOMATION,C,C,1
INTERNATIONAL CONFERENCE ON MANAGEMENT OF DIGITAL ECOSYSTEMS,C,NC,1
INTERNATIONAL CONFERENCE ON MODEL AND DATA ENGINEERING,C,C,1
INTERNATIONAL HEALTH MEDICAL) INFORMATICS CONGRESS,B,B,3
MEDITERRANEAN ELECTROTECHNICAL CONFERENCE,C,C,1
IEEE INTERNATIONAL SYMPOSIUM ON MEDICAL MEASUREMENTS AND APPLICATIONS,C,C,1
INTERNATIONAL CONFERENCE ON FORMAL METHODS AND MODELS FOR CO-DESIGN,C,"C, C",1
INTERNATIONAL CONFERENCE ON MICRO ELECTRO MECHANICAL SYSTEMS,A,A,5
IEEE INTERNATIONAL SOFTWARE METRICS SYMPOSIUM,A-,A-,4
INTERNATIONAL SYMPOSIUM ON MATHEMATICAL FOUNDATIONS OF COMPUTER SCIENCE,B,"A, B, B",3
IEEE INTERNATIONAL CONFERENCE ON MULTISENSOR FUSION AND INTEGRATION FOR INTELLIGENT SYSTEMS,C,"B, C",1
INTERNATIONAL CONFERENCE ON MATHEMATICAL FOUNDATIONS OF PROGRAMMING SEMANTICS,C,"B, C",1
INTERNATIONAL SYMPOSIUM ON MICRO-NANOMECHATRONICS AND HUMAN SCIENCE,C,C,1
INTERNATIONAL CONFERENCE ON MEDICAL IMAGING AND AUGMENTED REALITY,C,C,1
MEXICAN INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE,C,"B-, C",1
MALAYSIA INTERNATIONAL CONFERENCE ON COMMUNICATIONS,C,NC,1
MEDICAL IMAGE COMPUTING AND COMPUTER-ASSISTED INTERVENTION,A,"A, A, A",5
INTERNATIONAL SYMPOSIUM ON MICROARCHITECTURE,A,"A+, A+",5
ACM/IFIP/USENIX INTERNATIONAL MIDDLEWARE CONFERENCE,A,"A, A, A-",5
MEDICAL INFORMATICS EUROPE,C,C,1
MOTION IN GAMES,C,C,1
MILITARY COMMUNICATIONS CONFERENCE,A-,A-,4
INTERNATIONAL CONFERENCE ON MULTIMEDIA INFORMATION NETWORKING AND SECURITY,C,C,1
"INTERNATIONAL CONVENTION ON INFORMATION AND COMMUNICATION TECHNOLOGY, ELECTRONICS AND MICROELECTRONICS",C,C,1
ACM TRANSACTIONS ON MANAGEMENT INFORMATION SYSTEMS,B-,B-,2
INTERNATIONAL CONFERENCE IN METHODOLOGIES AND INTELLIGENT SYSTEMS FOR TECHNOLOGY ENHANCED LEARNING,C,NC,1
INTERNATIONAL WORKSHOP ON MODELLING IN SOFTWARE ENGINEERING,C,C,1
MULTIMEDIA AND NETWORK INFORMATION SYSTEMS,C,NC,1
MATHEMATICAL KNOWLEDGE MANAGEMENT,C,C,1
IAPR INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND DATA MINING,C,"B, C",1
JOINT WORKSHOP ON MULTIMODAL INTERACTION AND RELATED MACHINE LEARNING ALGORITHMS (NOW ICMI-MLMI),B,B,3
IEEE INTERNATIONAL WORKSHOP ON MACHINE LEARNING FOR SIGNAL PROCESSING,C,"B, C",1
INTERNATIONAL CONFERENCE ON METHODS AND MODELS IN AUTOMATION AND ROBOTICS,C,"C, C, NC",1
MATHEMATICAL METHODS FOR CURVES AND SURFACES,C,C,1
ADVANCES IN MULTIMEDIA,C,C,1
INTERNATIONAL CONFERENCE ON MOVE TO MEANINGFUL INTERNET SYSTEMS,B,B,3
CONFERENCE ON MULTIMEDIA MODELING,C,"B, C",1
"MATHEMATICAL METHODS, MODELS, AND ARCHITECTURES FOR NETWORK SECURITY SYSTEMS",C,C,1
INTERNATIONAL WORKSHOP ON MULTIMEDIA SIGNAL PROCESSING,B,"B, B, B",3
ACM SIGMM CONFERENCE ON MULTIMEDIA SYSTEMS,B-,"A-, B-",2
ANNUAL MEDICINE MEETS VIRTUAL REALITY CONFERENCE,C,"C, C",1
MOBILITY IN THE EVOLVING INTERNET ARCHITECTURE,C,C,1
"MOBILE COMPUTING, APPLICATIONS, AND SERVICES",C,"C, C",1
ACM INTERNATIONAL CONFERENCE ON MOBILE COMPUTING AND NETWORKING,A++,"A++, A++, A++",7
DATA ENGINEERING FOR WIRELESS AND MOBILE ACCESS,C,"B-, C",1
ACM SYMPOSIUM OF MOBILE AND AD-HOC COMPUTING,A+,"A+, A+, A",6
INTERNATIONAL CONFERENCE ON HUMAN-COMPUTER INTERACTION WITH MOBILE DEVICES AND SERVICES,A-,"A, A-, B",4
"INTERNATIONAL CONFERENCE ON MOBILE TECHNOLOGY, APPLICATIONS, AND SYSTEMS",C,C,1
INTERNATIONAL CONFERENCE ON MOBILE AND UBIQUITOUS SYSTEMS: NETWORKS AND SERVICES,B,"B, B, B",3
"INTERNATIONAL CONFERENCE ON MOBILE SYSTEMS, APPLICATIONS, AND SERVICES",A,"A++, A+, B",5
ACM INTERNATIONAL WORKSHOP ON MOBILITY MANAGEMENT AND WIRELESS ACCESS,C,"C, C",1
INTERNATIONAL MODELICA CONFERENCE,C,C,1
ACM/IEEE INTERNATIONAL CONFERENCE ON MODEL-DRIVEN ENGINEERING LANGUAGES AND SYSTEMS,A-,"A, A, B",4
INTERNATIONAL CONFERENCE ON MODEL-DRIVEN ENGINEERING AND SOFTWARE DEVELOPMENT,C,C,1
ADVANCES IN MOBILE MULTIMEDIA,C,"B, C",1
MODELLING AND OPTIMIZATION: THEORY AND APPLICATIONS,C,NC,1
WORKSHOP ON MIDDLEWARE FOR PERVASIVE AND AD-HOC COMPUTING,B-,B-,2
MATHEMATICS OF PROGRAM CONSTRUCTION,C,"B, C, C",1
INTERNATIONAL CONFERENCE ON MANAGED PROGRAMMING LANGUAGES AND RUNTIMES (WAS MANLANG AND PREVIOUSLY PRINCIPLES AND PRACTICE OF PROGRAMMING IN JAVA: PPPJ),C,C,1
"INTERNATIONAL CONFERENCE ON MICROWAVES, RADAR & WIRELESS COMMUNICATIONS",C,C,1
INTERNATIONAL CONFERENCE ON MICROELECTRONIC SYSTEMS EDUCATION,C,"C, C",1
INTERNATIONAL CONFERENCE ON MOBILE AD-HOC AND SENSOR NETWORKS,C,"B, C",1
IEEE INTERNATIONAL WORKING CONFERENCE ON MINING SOFTWARE REPOSITORIES,A,"A+, A, A",5
IEEE CONFERENCE ON MASS STORAGE SYSTEMS AND TECHNOLOGIES,C,"A-, NC",1
"ACM INTERNATIONAL CONFERENCE ON MODELING, ANALYSIS AND SIMULATION OF WIRELESS AND MOBILE SYSTEMS",B,"A, B, B",3
MACHINE TRANSLATION SUMMIT,B,B,3
MULTIMEDIA TECHNOLOGY FOR ASIA-PACIFIC INFORMATION INFRASTRUCTURE,C,C,1
"MEMORY TECHNOLOGY, DESIGN AND TESTING",C,C,1
INTERNATIONAL SYMPOSIUM ON THE MATHEMATICAL THEORY OF NETWORKS AND SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE ON METADATA AND SEMANTICS RESEARCH,C,C,1
MICROPROCESSOR TEST AND VERIFICATION,C,C,1
MULTIMEDIA AND UBIQUITOUS ENGINEERING,C,C,1
INTERNATIONAL CONFERENCE ON MOBILE AND UBIQUITOUS MULTIMEDIA,B-,"B, B, C",2
MACHINE VISION APPLICATIONS,B-,"A-, C, NC",2
IEEE WORKSHOP ON MOTION AND VIDEO COMPUTING,B-,B-,2
MIDWEST SYMPOSIUM ON CIRCUITS AND SYSTEMS,B,B,3
MOBILE AND WIRELESS COMMUNICATION NETWORKS,C,C,1
INTERNATIONAL TOPICAL MEETING ON MICROWAVE PHOTONICS,C,C,1
INTERNATIONAL MIDWEST SYMPOSIUM ON CIRCUITS AND SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE ON MOBILE SYSTEMS AND PERVASIVE COMPUTING,C,NC,1
MENSCH & COMPUTER,C,NC,1
NORTH AMERICAN ASSOCIATION FOR COMPUTATIONAL LINGUISTICS,A+,"A++, A++, A",6
NATURE AND BIOLOGICALLY INSPIRED COMPUTING,C,C,1
NATIONAL AEROSPACE AND ELECTRONICS CONFERENCE,C,C,1
NORTH AMERICAN FUZZY INFORMATION PROCESSING SOCIETY,B,B,3
IEEE/ACM INTERNATIONAL SYMPOSIUM ON NANOSCALE ARCHITECTURES,C,"C, C",1
NORTH AMERICAN POWER SYMPOSIUM,C,C,1
"NETWORKING, ARCHITECTURE AND STORAGES",C,"C, C",1
NETWORK-BASED INFORMATION SYSTEMS,C,C,1
IEEE INTERNATIONAL SYMPOSIUM ON NETWORK COMPUTING AND APPLICATIONS,B,"B, B, B-",3
NATIONAL COMPUTER CONFERENCE,A-,A-,4
NETWORKED COMPUTING AND ADVANCED INFORMATION MANAGEMENT,C,C,1
NETWORK AND DISTRIBUTED SYSTEM SECURITY SYMPOSIUM,A+,"A++, A+, A+",6
NETWORKED DIGITAL TECHNOLOGIES,C,C,1
NORTHEAST BIOENGINEERING CONFERENCE,C,C,1
INTERNATIONAL IEEE/EMBS CONFERENCE ON NEURAL ENGINEERING,C,C,1
NETWORK AND SYSTEM SUPPORT FOR GAMES,B,"A-, B",3
IEEE CONFERENCE ON NETWORK SOFTWARIZATION,C,"B, C",1
NEURAL INFORMATION PROCESSING SYSTEMS,A++,"A++, A++, A++",7
NEXT GENERATION TELETRAFFIC AND WIRED/WIRELESS ADVANCED NETWORKING,C,C,1
INTERNATIONAL NEW CIRCUITS AND SYSTEMS CONFERENCE,C,C,1
NASA FORMAL METHODS,C,"C, C",1
NEXT GENERATION INTERNET,C,C,1
"NEXT GENERATION MOBILE APPLICATIONS, SERVICES AND TECHNOLOGIES",C,C,1
NEW INTERFACES FOR MUSIC EXPRESSION,B,"B, B",3
APPLICATIONS OF NATURAL LANGUAGE TO DATA BASES,C,"B, C, C",1
NON-MONOTONIC REASONING,C,C,1
INTERNATIONAL FORUM ON APPLICATIONS OF NEURAL NETWORKS TO POWER SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE ON NEURAL NETWORKS AND SIGNAL PROCESSING,C,C,1
INTERNATIONAL SYMPOSIUM ON NETWORKS-ON-CHIP,A-,"A-, A-",4
IEEE NETWORK OPERATIONS AND MANAGEMENT SYMPOSIUM,B,"A-, B, B",3
NORCHIP,C,"C, C",1
NORDIC CONFERENCE ON HUMAN-COMPUTER INTERACTION,B,"B, B, NC",3
NORDIC CONFERENCE ON SECURE IT SYSTEMS,C,C,1
NETWORK AND OPERATING SYSTEM SUPPORT FOR DIGITAL AUDIO AND VIDEO,A-,"A-, A-, B",4
NON-PHOTOREALISTIC ANIMATION AND RENDERING,A-,"A-, A-",4
IFIP INTERNATIONAL CONFERENCE ON NETWORK AND PARALLEL COMPUTING,C,"C, C, C",1
NATIONAL RADIO SCIENCE CONFERENCE,C,C,1
NETWORKED SYSTEMS DESIGN AND IMPLEMENTATION,A,"A++, A+, NC",5
ACM WORKSHOP ON NETWORKED SYSTEMS FOR DEVELOPING REGIONS,B-,B-,2
NEW SECURITY PARADIGMS WORKSHOP,B-,"A-, C",2
INTERNATIONAL CONFERENCE ON NETWORK AND SYSTEM SECURITY,B,B,3
NUCLEAR SCIENCE SYMPOSIUM AND MEDICAL IMAGING CONFERENCE,B,B,3
"NEW TECHNOLOGIES, MOBILITY AND SECURITY",C,"B-, C, C",1
NON-VOLATILE MEMORY TECHNOLOGY SYMPOSIUM,C,C,1
INTERNATIONAL CONFERENCE ON NEXT GENERATION WEB SERVICES PRACTICES,C,C,1
NEW ZEALAND GAME DEVELOPERS CONFERENCE,C,NC,1
IFIP INTERNATIONAL CONFERENCE ON NETWORKING,B,"B, B",3
OCEANS CONFERENCE,B,B,3
OPTICAL FIBER COMMUNICATION CONFERENCE,A-,A-,4
INTERNATIONAL CONFERENCE ON ONTOLOGY MATCHING,C,"B, C",1
OPTICAL NETWORK DESIGN AND MODELLING,C,C,1
SEMINÁRIO DE PESQUISA EM ONTOLOGIAS DO BRASIL,C,C,1
ONWARD SOFTWARE ENGINEERING,C,"C, C, C",1
INTERNATIONAL WORKSHOP ON OBJECT ORIENTATION IN OPERATING SYSTEMS,C,C,1
ACM CONFERENCE ON OBJECT ORIENTED PROGRAMMING SYSTEMS LANGUAGES AND APPLICATIONS,A+,"A+, A+, A",6
SIAM CONFERENCE ON OPTIMIZATION,C,C,1
INTERNATIONAL SYMPOSIUM ON OPEN COLLABORATION,B-,"A-, B, C",2
INTERNATIONAL CONFERENCE ON PRINCIPLES OF DISTRIBUTED SYSTEMS,B-,"B, B, C",2
INTERNATIONAL CONFERENCE ON OPTIMIZATION OF ELECTRICAL AND ELECTRONIC EQUIPMENT,C,C,1
INTERNATIONAL CONFERENCE ON OPERATIONS RESEARCH,C,C,1
USENIX SYMPOSIUM ON OPERATING SYSTEMS DESIGN AND IMPLEMENTATION,A+,"A++, A+, A+",6
INTERNATIONAL CONFERENCE ON OPEN SOURCE SYSTEMS,C,"B, C",1
OWL: EXPERIENCES AND DIRECTIONS,B-,"A-, B-",2
AUSTRALASIAN COMPUTER-HUMAN INTERACTION CONFERENCE,B-,"B, B-, NC",2
INTERNATIONAL CONFERENCE ON PEER-TO-PEER COMPUTING,C,"A-, A-",1
INTERNATIONAL CONFERENCE ON PRACTICAL APPLICATIONS OF AGENTS AND MULTIAGENT SYSTEMS,C,"B, C, C",1
"INTERNATIONAL SYMPOSIUM ON PARALLEL ARCHITECTURES, ALGORITHMS AND PROGRAMMING",C,C,1
IEEE PARTICLE ACCELERATOR CONFERENCE,C,C,1
INTERNATIONAL CONFERENCE ON PRACTICAL APPLICATIONS OF COMPUTATIONAL BIOLOGY & BIOINFORMATICS,C,NC,1
IEEE PACIFIC VISUALIZATION SYMPOSIUM,B-,"B, B, C",2
PACIFIC ASIA CONFERENCE ON INFORMATION SYSTEMS,C,C,1
"PACIFIC ASIA CONFERENCE ON LANGUAGE, INFORMATION AND COMPUTATION",C,"B, C, C",1
CONFERENCE OF THE PACIFIC ASSOCIATION FOR COMPUTATIONAL LINGUISTICS,C,"B, C",1
"PACIFIC RIM CONFERENCE ON COMMUNICATIONS, COMPUTERS AND SIGNAL PROCESSING",C,C,1
INTERNATIONAL CONFERENCE ON PARALLEL ARCHITECTURES AND COMPILATION TECHNIQUES,A-,"A, A, B",4
WORKSHOP ON PARALLEL & DISTRIBUTED DEBUGGING,B-,B-,2
PRACTICAL ASPECTS OF DECLARATIVE LANGUAGES,B-,"B, B, C",2
ACM SIGSIM CONFERENCE ON PRINCIPLES OF ADVANCED DISCRETE SIMULATION (WAS PARALLEL AND DISTRIBUTED SIMULATION),B,"A-, B",3
PACIFIC-ASIA CONFERENCE ON KNOWLEDGE DISCOVERY AND DATA MINING,B,"A, B",3
PRACTICAL ASPECTS OF KNOWLEDGE MANAGEMENT,C,C,1
PASSIVE AND ACTIVE MEASUREMENT CONFERENCE,B,"A, B, B",3
PARALLEL COMPUTING,B-,"A, C, C",2
INTERNATIONAL CONFERENCE ON PARALLEL ARCHITECTURES AND LANGUAGES EUROPE,C,C,1
"PRIVACY, SECURITY, RISK AND TRUST",B,B,3
IEEE INTERNATIONAL SYMPOSIUM ON PHASED ARRAY SYSTEMS AND TECHNOLOGY,C,C,1
WORKSHOP ON PROGRAM ANALYSIS FOR SOFTWARE TOOLS AND ENGINEERING,B-,B-,2
PRACTICE AND THEORY OF AUTOMATED TIMETABLING,B-,"B, B-",2
INTERNATIONAL WORKSHOP ON POWER AND TIMING MODELING: OPTIMIZATION AND SIMULATION,C,"C, C",1
POWER CONVERSION CONFERENCE,B-,B-,2
PANHELLENIC CONFERENCE ON INFORMATICS,C,C,1
PACIFIC RIM CONFERENCE ON MULTIMEDIA,B-,"A, C",2
INTERNATIONAL PICTURE CODING SYMPOSIUM,C,"B, C, C",1
PARTICIPATORY DESIGN CONFERENCE,B,B,3
INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED COMPUTING APPLICATIONS AND TECHNOLOGIES,C,"B, C, C",1
INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED INFORMATION SYSTEMS,B-,B-,2
EUROMICRO INTERNATIONAL CONFERENCE ON PARALLEL DISTRIBUTED AND NETWORK-BASED PROCESSING,C,"B, C, C",1
INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED PROCESSING TECHNIQUES AND APPLICATIONS,C,"C, NC",1
PETASCALE DATA STORAGE WORKSHOP,B-,B-,2
"ACM INTERNATIONAL SYMPOSIUM ON PERFORMANCE EVALUATION OF WIRELESS AD HOC, SENSOR, AND UBIQUITOUS NETWORKS",C,"B, C",1
WORLD CONFERENCE ON PHOTOVOLTAIC ENERGY CONVERSION,B-,B-,2
POWER AND ENERGY CONFERENCE AT ILLINOIS,C,C,1
IEEE INTERNATIONAL CONFERENCE ON POWER AND ENERGY,C,C,1
"IEEE INTERNATIONAL CONFERENCE ON POWER ELECTRONICS, DRIVES AND ENERGY SYSTEMS",C,C,1
INTERNATIONAL SYMPOSIUM ON POWER ELECTRONICS FOR DISTRIBUTED GENERATION SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE ON POWER ELECTRONICS AND DRIVE SYSTEMS,B,B,3
"INTERNATIONAL SYMPOSIUM ON POWER ELECTRONICS, ELECTRICAL DRIVES, AUTOMATION AND MOTION",C,C,1
"INTERNATIONAL CONFERENCE ON POWER ENGINEERING, ENERGY AND ELECTRICAL DRIVES",C,C,1
IEEE INTERNATIONAL POWER ENGINEERING AND OPTIMIZATION CONFERENCE,C,C,1
ACM SIGPLAN WORKSHOP ON PARTIAL EVALUATION AND PROGRAM MANIPULATION,B-,"B, B, C",2
IEEE INTERNATIONAL CONFERENCE ON PERVASIVE COMPUTING AND COMMUNICATIONS,A+,"A++, A+, A",6
"IFIP INTERNATIONAL SYMPOSIUM ON COMPUTING PERFORMANCE, MODELLING, MEASUREMENT AND EVALUATION",C,"B, C",1
PERFORMANCE METRICS FOR INTELLIGENT SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE ON PERSUASIVE TECHNOLOGY,B-,B-,2
INTERNATIONAL CONFERENCE ON PERVASIVE COMPUTING,C,"A+, A+, NC",1
POWER AND ENERGY SOCIETY GENERAL MEETING,A-,A-,4
INTERNATIONAL CONFERENCE ON POWER ELECTRONICS SYSTEMS AND APPLICATIONS,C,C,1
POWER ELECTRONICS SPECIALISTS CONFERENCE,A+,A+,6
INTERNATIONAL CONFERENCE ON PERVASIVE TECHNOLOGIES RELATED TO ASSISTIVE ENVIRONMENTS,C,"B, C",1
PRIVACY ENHANCING TECHNOLOGIES,A-,"A, A-",4
PACIFIC CONFERENCE ON COMPUTER GRAPHICS AND APPLICATIONS,C,"B, B, NC",1
IEEE CONFERENCE ON PROGNOSTICS AND HEALTH MANAGEMENT,C,C,1
PORTLAND INTERNATIONAL CONFERENCE ON MANAGEMENT OF ENGINEERING AND TECHNOLOGY,C,C,1
IEEE INTERNATIONAL SYMPOSIUM ON PERSONAL AND INDOOR MOBILE RADIO CONFERENCE,A-,"A-, A-, B",4
PACIFIC RIM KNOWLEDGE ACQUISITION WORKSHOP,C,"B, C",1
INTERNATIONAL CONFERENCE ON PRACTICE AND THEORY IN PUBLIC KEY CRYPTOGRAPHY,A,"A+, A+, B",5
"IEEE/ION POSITION, LOCATION AND NAVIGATION SYMPOSIUM",B,B,3
ACM WORKSHOP ON PROGRAMMING LANGUAGES AND ANALYSIS FOR SECURITY,B-,B-,2
ACM SIGPLAN CONFERENCE ON PROGRAMMING LANGUAGE DESIGN AND IMPLEMENTATION,A++,"A++, A++, A++",7
INTERNATIONAL SYMPOSIUM ON PROGRAMMING LANGUAGE IMPLEMENTATION AND LOGIC PROGRAMMING,C,C,1
PATTERN LANGUAGES OF PROGRAMS,C,"B, C",1
WORKSHOP ON PROGRAMMING LANGUAGES AND OPERATING SYSTEMS,C,"C, C",1
IEEE INTERNATIONAL CONFERENCE ON PROBABILISTIC METHODS APPLIED TO POWER SYSTEMS,C,C,1
INTERNATIONAL WORKSHOP ON PETRI NETS AND PERFORMANCE MODELS,B-,B-,2
ACM SYMPOSIUM ON PRINCIPLES OF DISTRIBUTED COMPUTING,A+,"A++, A+, A",6
ACM SIGACT-SIGMOD-SIGART SYMPOSIUM ON PRINCIPLES OF DATABASE SYSTEMS,A+,"A++, A+, A+",6
IFIP WG8.1 WORKING CONFERENCE ON THE PRACTICE OF ENTERPRISE MODELING,C,"C, C, C",1
